VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние исходное;Состояние;В основной выборке;Ценовой сегмент;Срок хранения;Срок публикации;Цена продажи факт;% цены к рынку;МЦП;% цены к МЦП;% цены к МЦП исходный;Отклонение от МЦП, ₽;Отклонение от МЦП, % п.п.;Суммарные затраты;% затрат к рынку выбытие;GM1, ₽;GM1, %;GM2, ₽;GM2, %;Категория GM2;Средний пробег рынка;Количество звонков за последнее время;Количество звонков;Статус звонков;Скоринг исходный;Средняя скорость продажи;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Собственнику;Подготовка оценка;Цена продажи из оценки (не МЦП);Оценок по VIN;Оценщики все;Менеджеры все;Дублей в выбытиях;Дублей в МЦП;Есть МЦП;Есть оценка;flag_no_publication;flag_zero_calls;flag_calls_no_data;flag_below_market;flag_below_market_90;flag_below_market_80;flag_quick_below_market;flag_below_ocp;flag_below_ocp_95;flag_below_ocp_90;flag_negative_gm2;flag_multiple_evaluations;Риск-балл;Уровень риска;Риск-флаги
EDEFB32B4SE019555;Авангард Выкуп;Tenet;T7;2025;4900;Не указано;Не указано;True;2–3 млн ₽;27.0;0.0;2170000.0;102.0;;;;;;;;;;70131.0;3.1;Низкая прибыль;4986;3.0;3.0;звонки были;;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;2031100.0;20000.0;2279000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;True;False;False;False;False;False;False;False;False;False;False;False;3;Средний;без публикации
SALRA2BN8JA064798;Авангард Выкуп;Land Rover;Discovery;2018;131500;Отличное (A);A;True;3–5 млн ₽;72.0;36.0;3200000.0;92.0;;;;;;3050000.0;88.0;150000.0;5.0;-44524.0;-1.4;Убыток;121750;1.0;4.0;звонки были;1-;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;2665600.0;20000.0;2984000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;False;False;False;True;False;False;False;False;False;False;True;False;4;Средний;"ниже рынка; GM2<0"
Z9M2130805L001776;Авангард Выкуп;Mercedes-Benz;E-Класс;2020;123621;Отличное (A);A;True;2–3 млн ₽;52.0;13.0;2730000.0;102.0;2814432.9896907215;97.0;97.0;-84432.9896907215;-3.0;2339125.0;87.0;390875.0;14.0;175220.0;6.4;Средняя прибыль;156186;0.0;4.0;звонки были;3-;27;Богачев Андрей;Богачев Андрей;Выкуп;81.0;2513500.0;20000.0;2815000.0;1;Богачев Андрей;Богачев Андрей;1;1;True;True;False;False;False;False;False;False;False;True;False;False;False;False;3;Средний;ниже МЦП
Z6FDXXEECDHP31840;Авангард Выкуп;Ford;Mondeo;2017;123654;Отличное (A);A;True;1–2 млн ₽;68.0;25.0;1615000.0;106.0;;;;;;;;80000.0;5.0;-21653.0;-1.3;Убыток;210421;0.0;8.0;звонки были;2+;61;;;;;;;;0;;;1;1;False;False;False;False;False;False;False;False;False;False;False;False;True;False;2;Низкий;GM2<0
JF1SK9LL5PG198415;Авангард Выкуп;Subaru;Forester;2024;20531;Не указано;Не указано;True;5+ млн ₽;25.0;0.0;5929000.0;104.0;;;;;;;;;;;;;22500;;;нет данных;1-;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;4051600.0;20000.0;4524000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
JTJYWRBZ302022299;Авангард Выкуп;Lexus;NX;2018;118500;Среднее (C);C;True;3–5 млн ₽;52.0;8.0;3099000.0;;;;;;;;;;;;;;;0.0;1.0;звонки были;;;Вырышев Максим;Вырышев Максим;Trade-In на новый;48.0;2000000.0;20000.0;2244444.0;2;"Богачев Андрей; Вырышев Максим";"Богачев Андрей; Вырышев Максим";1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;True;0;Низкий;несколько оценок
L6T7852D4PD064700;Авангард Выкуп;Geely;Tugella;2023;70470;Отличное (A);A;True;2–3 млн ₽;80.0;34.0;2658000.0;99.0;;;;;;2580000.0;96.0;78000.0;3.0;-80921.0;-3.0;Убыток;48104;1.0;1.0;звонки были;4;21;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;True;False;4;Средний;"ниже рынка; GM2<0"
Z8NFBNJ11ES062978;Авангард Выкуп;Nissan;Qashqai;2018;68300;Отличное (A);A;True;1–2 млн ₽;43.0;0.0;1693000.0;86.0;1801063.829787234;94.0;94.0;-108063.82978723408;-6.0;;;;;-44988.0;-2.7;Убыток;96201;;;нет данных;3+;19;;;;;;;;0;;;1;1;True;False;True;False;True;True;True;False;True;True;True;False;True;False;14;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней; ниже МЦП; ниже 95% МЦП; GM2<0"
5N1AZ2BS1NC126633;Авангард Выкуп;Nissan;Murano;2022;5363;Не указано;Не указано;True;2–3 млн ₽;54.0;0.0;2840000.0;;;;;;;;;90000.0;3.0;-20020.0;-0.7;Убыток;;1.0;5.0;звонки были;;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;2995900.0;20000.0;3351000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;True;False;False;False;False;False;False;False;False;False;True;False;5;Средний;"без публикации; GM2<0"
WBACW21060LS06537;Авангард Выкуп;BMW;X7;2019;91000;Отличное (A);A;True;5+ млн ₽;70.0;17.0;8650000.0;112.0;;;;;;;;;;;;;120547;0.0;2.0;звонки были;2+;31;Богачев Андрей;Богачев Андрей;Выкуп;81.0;5734600.0;20000.0;6394000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
SALWA2BK0KA827228;Авангард Выкуп;Land Rover;Range Rover Sport;2018;95555;Хорошее (B);B;True;3–5 млн ₽;97.0;42.0;4750000.0;100.0;;;;;;4450000.0;94.0;300000.0;6.0;-56730.0;-1.2;Убыток;123999;3.0;9.0;звонки были;2+;42;Логинов Артем;Логинов Артем;Выкуп;81.0;4203700.0;20000.0;4693000.0;1;Логинов Артем;Логинов Артем;1;1;False;True;False;False;False;False;False;False;False;False;False;False;True;False;2;Низкий;GM2<0
WDC2539051F147613;Авангард Выкуп;Mercedes-Benz;GLC;2016;106985;Отличное (A);A;True;2–3 млн ₽;71.0;15.0;2770000.0;97.0;;;;;;;;149000.0;5.0;-13776.0;-0.5;Убыток;134233;0.0;6.0;звонки были;3-;24;Логинов Артем;Логинов Артем;Выкуп;0.0;;;;1;Логинов Артем;Логинов Артем;1;1;False;True;False;False;False;True;False;False;False;False;False;False;True;False;4;Средний;"ниже рынка; GM2<0"
LS5A2DKE8RA946561;Авангард Выкуп;Changan;UNI-V;2023;79733;Отличное (A);A;True;1–2 млн ₽;81.0;27.0;1790000.0;81.0;;;;;;1753942.0;79.0;36058.0;2.0;-86955.0;-4.9;Убыток;45973;0.0;11.0;звонки были;3+;32;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1630600.0;20000.0;1834000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;False;False;False;True;True;False;False;False;False;False;True;False;5;Средний;"ниже рынка; ниже 90% рынка; GM2<0"
Z8NTCNS51DS004218;Авангард Выкуп;Infiniti;QX70;2013;119904;Отличное (A);A;True;2–3 млн ₽;93.0;36.0;2650000.0;109.0;;;;;;;;;;;;;179825;0.0;0.0;0 звонков;2+;27;;;;;;;;0;;;1;1;False;False;False;True;False;False;False;False;False;False;False;False;False;False;2;Низкий;0 звонков
Y4K8722D8RB305972;Авангард Выкуп;Geely;Atlas Pro;2024;38639;Хорошее (B);B;True;2–3 млн ₽;53.0;0.0;2049000.0;94.0;;;;;;1990000.0;91.0;59000.0;3.0;-17625.0;-0.9;Убыток;55988;;;нет данных;4;20;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1944700.0;20000.0;2183000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;True;False;True;True;False;False;True;False;False;False;True;False;9;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней; GM2<0"
SALRA2BN8K2403149;Авангард Выкуп;Land Rover;Discovery;2019;94000;Отличное (A);A;True;3–5 млн ₽;99.0;62.0;3790000.0;109.0;;;;;;;;;;;;;139000;4.0;21.0;звонки были;1-;;;;;;;;;0;;;1;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
VR7A45GFRLL043247;Авангард Выкуп;Citroen;C5 Aircross;2020;143492;Хорошее (B);B;True;2–3 млн ₽;55.0;0.0;2290000.0;106.0;;;;;;;;;;;;;143570;;;нет данных;;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1725100.0;20000.0;1939000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
WVWZZZ3CZHE175028;Авангард Выкуп;Volkswagen;Passat;2017;109254;Не указано;Не указано;True;1–2 млн ₽;65.0;0.0;1550000.0;;;;;;;;;;;;;;;;;нет данных;;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1373200.0;20000.0;1548000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
LBV41FX06SMB37317;Авангард Выкуп;BMW;X1;2025;14;Отличное (A);A;True;5+ млн ₽;63.0;0.0;5350000.0;105.0;;;;;;;;;;;;;4479;;;нет данных;4-;23;;;;;;;;0;;;1;1;False;False;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
JTMDDREV70D106128;Авангард Выкуп;Toyota;RAV4;2016;157525;Хорошее (B);B;True;2–3 млн ₽;76.0;9.0;2299000.0;107.0;;;;;;;;;;;;;151101;0.0;6.0;звонки были;3;27;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1732300.0;20000.0;1947000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
XW8ZZZ8R3EG003160;Авангард Выкуп;Audi;Q5;2014;123450;Хорошее (B);B;True;2–3 млн ₽;76.0;8.0;2110000.0;106.0;;;;;;;;110000.0;5.0;-15746.0;-0.7;Убыток;200786;0.0;2.0;звонки были;3-;46;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1654000.0;20000.0;1860000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;True;False;2;Низкий;GM2<0
SADCA2BN8LA647151;Авангард Выкуп;Jaguar;F-Pace;2020;51782;Хорошее (B);B;True;3–5 млн ₽;57.0;0.0;3900000.0;101.0;;;;;;;;;;;;;92188;;;нет данных;3-;24;Богачев Андрей;Богачев Андрей;Выкуп;81.0;3175000.0;20000.0;3550000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
LSVDE6F2XR2013559;Авангард Выкуп;Audi;A7;2024;7015;Не указано;Не указано;True;5+ млн ₽;69.0;0.0;6900000.0;100.0;;;;;;;;;;-73890.0;-1.1;Убыток;7014;1.0;1.0;звонки были;;;;;;;;;;0;;;1;1;False;False;True;False;False;False;False;False;False;False;False;False;True;False;5;Средний;"без публикации; GM2<0"
JTHBF1BL005010954;Авангард Выкуп;Lexus;GS;2014;140000;Хорошее (B);B;True;2–3 млн ₽;104.0;23.0;2220000.0;104.0;;;;;;;;120000.0;5.0;-56296.0;-2.5;Убыток;240001;0.0;2.0;звонки были;;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1987000.0;20000.0;2230000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;True;False;2;Низкий;GM2<0
XWEGU413BK0008408;Авангард Выкуп;Kia;Optima;2018;115621;Среднее (C);C;True;1–2 млн ₽;119.0;20.0;1740000.0;87.0;;;;;;5200.0;0.0;;;;;;146527;2.0;3.0;звонки были;3;35;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1605400.0;20000.0;1806000.0;1;Богачев Андрей;Богачев Андрей;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
XTA219040S1097597;Авангард Выкуп;Lada (ВАЗ);Granta;2024;7800;Отличное (A);A;True;<1 млн ₽;151.0;61.0;699000.0;87.0;706060.6060606061;99.0;99.0;-7060.606060606078;-1.0;5200.0;100.0;;;;;;31986;3.0;10.0;звонки были;3+;37;Богачев Андрей;Богачев Андрей;Выкуп;81.0;703600.0;20000.0;804000.0;1;Богачев Андрей;Богачев Андрей;1;1;True;True;False;False;False;True;True;False;False;True;False;False;False;False;6;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП"
